,ISBN,Vote-Count,Vote-Average
7681,0743411374,6,8.0
7682,0743418204,62,7.693548387096774
7683,0743418220,11,7.181818181818182
7684,0743419170,4,5.75
7685,0743421566,5,7.4
7686,0743436768,5,8.4
7687,0743437128,10,8.4
7688,0743437810,13,8.615384615384615
7689,0743444299,6,7.666666666666667
7690,0743444329,10,9.0
7691,0743444469,6,9.0
7692,0743446054,4,9.0
7693,0743451414,12,6.666666666666667
7694,0743451716,7,7.428571428571429
7695,0743452631,4,7.75
7696,0743453484,4,8.5
7697,0743453956,6,8.5
7698,0743454529,22,9.545454545454545
7699,0743457870,4,7.0
7700,0743467124,4,8.0
7701,0743467302,4,7.25
7702,0743467426,7,7.285714285714286
7703,074346978X,6,6.5
7704,0743469836,4,8.0
7705,0743470389,5,7.0
7706,0743474325,10,8.2
7707,0743475488,4,7.75
7708,0743477081,15,7.333333333333333
7709,0743477154,12,7.666666666666667
7710,0743477316,6,7.666666666666667
7711,0743478967,4,8.75
7712,0747250618,5,6.4
7713,0747264880,5,9.6
7714,0747553181,4,6.75
7715,0747557861,5,7.4
7716,0747558191,5,8.8
7717,0749005262,6,7.0
7718,0749301384,10,7.8
7719,0749311207,10,8.5
7720,0749319305,11,6.909090909090909
7721,0749324791,8,7.125
7722,0749394064,10,7.9
7723,0749399570,6,7.833333333333333
7724,0749399627,10,7.0
7725,0749399902,10,7.8
7726,0749931892,4,7.0
7727,0750915943,5,7.6
7728,0751525359,4,7.75
7729,0751531332,5,7.6
7730,0752801686,6,6.166666666666667
7731,0752808753,7,6.0
7732,0752809423,5,7.0
7733,0752817116,4,7.75
7734,0752826026,6,8.5
7735,0756400163,7,7.428571428571429
7736,075640049X,7,6.714285714285714
7737,0756400856,4,8.75
7738,0757300286,5,7.2
7739,0758200366,4,7.5
7740,0765300346,11,7.7272727272727275
7741,0765341972,30,6.3
7742,0765342510,8,7.375
7743,0765346435,9,6.555555555555555
7744,0767901266,5,8.8
7745,0767903315,4,9.75
7746,076790351X,8,6.875
7747,0767904133,9,7.777777777777778
7748,0767904168,4,7.0
7749,076790446X,5,8.0
7750,0767905318,11,7.636363636363637
7751,0767907140,6,6.666666666666667
7752,0767907809,14,8.285714285714286
7753,0767908260,10,7.1
7754,0767908473,11,7.909090909090909
7755,0767912233,21,7.809523809523809
7756,076791404X,18,8.0
7757,0767916069,30,6.833333333333333
7758,0770427146,4,8.0
7759,0770428819,4,5.5
7760,0770428940,8,7.375
7761,0770429033,14,7.428571428571429
7762,0770429181,6,7.166666666666667
7763,0771058837,13,7.769230769230769
7764,077109986X,12,7.416666666666667
7765,0771099878,5,7.0
7766,0773755160,4,8.0
7767,0773761756,5,6.8
7768,0778320197,7,8.0
7769,078144165X,7,7.285714285714286
7770,0785275266,4,7.75
7771,0785282068,4,9.5
7772,0786011858,4,6.5
7773,0786012374,5,6.8
7774,0786013230,5,7.6
7775,0786014164,5,9.0
7776,0786014202,4,8.25
7777,0786014474,5,7.6
7778,0786015241,5,7.4
7779,0786710829,5,7.4
7780,0786861347,23,6.739130434782608
7781,0786861827,7,8.714285714285714
7782,0786863900,8,8.0
7783,0786865091,6,5.5
7784,0786866462,12,8.833333333333334
7785,0786867175,12,7.416666666666667
7786,0786867795,5,7.4
7787,0786868104,4,7.0
7788,078686818X,5,7.6
7789,0786868619,30,7.833333333333333
7790,078688097X,8,7.5
7791,0786883375,17,7.411764705882353
7792,0786885416,16,7.375
7793,0786887842,10,7.3
7794,0786888482,4,6.25
7795,0786889608,20,7.2
7796,0786890037,6,8.0
7797,0786890088,6,8.333333333333334
7798,0800718372,10,7.6
7799,0802117163,4,3.5
7800,0802133908,4,7.0
7801,0802139183,4,7.25
7802,0802139868,15,5.333333333333333
7803,0802774261,4,8.0
7804,0804102902,4,6.75
7805,0804107432,7,6.142857142857143
7806,0804107491,8,6.375
7807,0804108889,4,7.75
7808,0804111154,8,7.25
7809,0804112827,4,9.0
7810,0804112959,6,7.333333333333333
7811,0804113475,18,7.277777777777778
7812,0804113645,4,7.75
7813,0804115400,5,8.0
7814,0804119708,13,8.0
7815,0804119716,10,8.1
7816,0804119740,5,9.0
7817,0804119910,11,7.7272727272727275
7818,0805009124,6,6.833333333333333
7819,0805010858,17,7.823529411764706
7820,0805036504,30,7.533333333333333
7821,0805047182,4,7.5
7822,0805054073,12,7.083333333333333
7823,0805055908,7,6.285714285714286
7824,080505622X,7,7.571428571428571
7825,0805065415,7,8.428571428571429
7826,0805066225,5,7.0
7827,0805425500,8,7.375
7828,0805462937,4,7.75
7829,0808520695,4,7.25
7830,0809240068,6,7.5
7831,0811818276,9,8.555555555555555
7832,0811831310,14,7.642857142857143
7833,0812500105,4,6.75
7834,0812502124,10,7.3
7835,0812504690,8,8.5
7836,0812515617,5,5.8
7837,0812521080,5,9.2
7838,0812522729,9,8.333333333333334
7839,0812524020,4,8.25
7840,0812524969,5,8.2
7841,0812531108,8,6.25
7842,0812532570,8,7.625
7843,0812541626,6,7.0
7844,0812563581,5,7.4
7845,0812571290,8,8.125
7846,0812571983,6,5.833333333333333
7847,0812574621,8,7.875
7848,0812575350,6,7.5
7849,0812575970,6,7.5
7850,081257639X,15,7.866666666666666
7851,0812579011,4,7.5
7852,081257995X,5,8.8
7853,0812694333,11,7.2727272727272725
7854,0812925300,6,8.333333333333334
7855,0816029091,5,6.8
7856,081614740X,4,8.75
7857,0819310441,5,7.8
7858,0821753096,5,7.0
7859,0821764039,4,8.25
7860,0821768379,9,8.0
7861,0821769359,8,7.125
7862,0821770195,8,6.125
7863,0821772341,8,7.75
7864,0821773682,12,7.583333333333333
7865,082177462X,12,7.416666666666667
7866,0821776037,14,6.714285714285714
7867,0823401898,8,9.5
7868,0826304362,4,7.75
7869,0835504209,4,8.0
7870,0836204239,4,7.75
7871,0836204255,10,8.3
7872,0836211499,11,9.181818181818182
7873,0836217594,5,8.0
7874,0836217632,8,8.625
7875,0836218981,17,9.352941176470589
7876,0836220609,8,8.75
7877,0836231147,4,6.75
7878,0836252926,6,7.833333333333333
7879,084232920X,23,8.0
7880,0842329242,59,8.254237288135593
7881,0842329250,47,8.574468085106384
7882,0842335714,6,9.0
7883,0842384065,10,8.2
7884,0843942819,4,7.5
7885,084394739X,4,7.0
7886,0843947896,4,6.5
7887,0849911796,17,7.705882352941177
7888,0849912970,6,9.666666666666666
7889,0849932017,13,8.0
7890,0849933137,4,7.25
7891,0849942551,6,8.333333333333334
7892,0849942829,4,9.25
7893,0849943019,4,8.75
7894,0849943787,5,7.6
7895,0865471185,21,8.80952380952381
7896,0871137534,15,7.466666666666667
7897,0871139030,5,8.0
7898,0871139081,5,6.4
7899,0873523792,8,8.0
7900,0877853134,5,8.2
7901,0880381752,10,8.6
7902,0880385979,5,7.6
7903,0880706317,5,9.2
7904,0882402323,4,8.75
7905,0886773555,13,7.384615384615385
7906,0886777992,8,7.875
7907,0886778913,7,6.857142857142857
7908,0886778964,6,5.333333333333333
7909,0886779537,8,8.375
7910,0887306942,4,8.5
7911,0887308813,6,7.833333333333333
7912,0889740224,8,9.375
7913,0892967811,11,8.545454545454545
7914,0893753475,5,8.8
7915,0893753564,11,8.818181818181818
7916,0894801406,6,5.666666666666667
7917,0895656892,4,8.75
7918,0895771462,8,7.375
7919,0916856011,7,8.714285714285714
7920,0937295019,4,7.0
7921,0941711676,4,9.25
7922,0942237102,4,8.5
7923,0944002153,5,6.8
7924,0944276741,4,6.0
7925,0962197963,6,7.0
7926,0962959170,10,9.4
7927,0964631601,12,8.416666666666666
7928,0967673747,12,9.25
7929,0968067824,4,9.0
7930,0974379352,4,9.0
7931,10987654321,7,8.285714285714286
7932,1400031184,6,7.666666666666667
7933,140003339X,6,7.666666666666667
7934,1400034639,6,8.166666666666666
7935,1400042070,11,7.454545454545454
7936,140004538X,4,9.0
7937,1400060494,8,7.75
7938,1400077354,9,8.222222222222221
7939,1400077826,21,8.0
7940,1403377306,5,9.6
7941,1550139029,4,7.25
7942,1550549804,4,7.25
7943,1551660342,4,8.5
7944,1551660423,4,6.0
7945,1551662914,6,6.5
7946,1551664372,6,7.0
7947,1551664933,4,6.25
7948,1551664968,4,6.75
7949,1551665352,8,8.0
7950,1551666138,5,7.6
7951,1551666685,5,8.8
7952,155166674X,29,7.620689655172414
7953,1551666804,8,8.5
7954,1551666928,4,7.75
7955,1551666952,12,7.416666666666667
7956,1551667002,13,7.153846153846154
7957,1551667010,20,7.25
7958,1551667045,4,6.0
7959,155166710X,4,7.0
7960,1551667215,9,6.222222222222222
7961,1551667223,9,8.333333333333334
7962,1551667363,8,7.875
7963,1551667479,5,7.6
7964,1551667894,11,8.454545454545455
7965,1551667908,8,7.75
7966,1551667967,6,6.333333333333333
7967,1551668009,6,8.333333333333334
7968,1551668017,17,6.470588235294118
7969,1551668114,4,8.0
7970,1551668157,6,7.333333333333333
7971,155166819X,6,7.333333333333333
7972,1551668246,18,7.333333333333333
7973,1551668378,14,7.0
7974,1551668785,5,7.4
7975,1551669021,10,6.8
7976,1551669099,4,8.25
7977,1551669129,4,6.25
7978,1551669153,19,8.157894736842104
7979,1551669226,5,7.0
7980,1551669250,9,7.444444444444445
7981,1551669315,5,7.2
7982,1551669390,18,7.388888888888889
7983,1551669587,8,6.125
7984,1552780015,4,8.5
7985,1552782964,5,8.6
7986,1556704119,4,9.25
7987,1558531564,16,8.0
7988,1558533532,5,8.8
7989,1558533834,7,7.714285714285714
7990,1558744142,4,7.0
7991,1558745629,5,6.8
7992,1558747613,12,7.416666666666667
7993,1559120177,4,8.25
7994,1560761164,5,7.4
7995,1560974273,10,7.6
7996,156138058X,5,6.0
7997,1561449164,5,8.8
7998,1561483176,6,9.5
7999,1562470345,5,8.8
8000,1562827693,4,7.5
8001,1563890119,20,8.75
8002,1564580636,4,8.5
8003,1565123212,4,8.25
8004,1566193087,6,8.0
8005,1566195268,5,8.6
8006,1567186610,4,7.0
8007,1567189644,4,8.75
8008,1567312292,4,7.75
8009,1569319014,5,9.0
8010,1572460733,7,9.142857142857142
8011,1573220221,19,8.263157894736842
8012,1573220485,11,7.363636363636363
8013,1573221260,4,6.75
8014,1573221937,45,6.7555555555555555
8015,1573222038,11,8.545454545454545
8016,1573222348,5,8.2
8017,1573226106,9,8.555555555555555
8018,1575001438,5,7.8
8019,1575664674,4,6.25
8020,1575666243,5,7.0
8021,1575668807,11,7.909090909090909
8022,1575669056,5,8.0
8023,1575840979,4,7.5
8024,1576734641,4,9.75
8025,1576734749,6,7.166666666666667
8026,1577483553,5,7.2
8027,1578562325,9,7.222222222222222
8028,1578565235,4,7.75
8029,1578565731,4,7.75
8030,1580050719,9,8.222222222222221
8031,1580082319,11,7.181818181818182
8032,1580626548,4,9.25
8033,1581346085,7,9.142857142857142
8034,1582341281,5,7.8
8035,1582348103,4,8.75
8036,1583224890,18,8.222222222222221
8037,1583940537,5,9.8
8038,1584855185,4,7.75
8039,1585422657,4,8.75
8040,1588454770,4,8.0
8041,1589199669,8,8.75
8042,1590521986,8,9.125
8043,159052201X,5,6.8
8044,1592400876,56,8.5
8045,1841155837,4,7.5
8046,184195280X,5,6.0
8047,1853260207,20,7.6
8048,185326024X,9,6.666666666666667
8049,1853260436,9,7.666666666666667
8050,1853260738,4,6.0
8051,1853260789,11,7.090909090909091
8052,1853260800,7,6.714285714285714
8053,1853260975,6,8.0
8054,1853260991,4,8.25
8055,1853261580,20,8.95
8056,1853262013,5,7.2
8057,1853262447,6,6.833333333333333
8058,1857026691,6,8.0
8059,1857029070,4,7.5
8060,1857974131,4,7.5
8061,1857978013,11,7.454545454545454
8062,1857979990,6,8.333333333333334
8063,1857981057,4,6.5
8064,1857992911,8,6.25
8065,1860497497,5,7.6
8066,1863252851,4,7.75
8067,1863253262,6,6.833333333333333
8068,1869415574,5,6.0
8069,1878424114,21,7.476190476190476
8070,1881273156,16,8.4375
8071,1887178740,4,4.0
8072,1889392006,5,7.2
8073,1892065053,4,9.5
8074,1892723018,5,7.2
8075,1893956032,6,8.333333333333334
8076,1896860982,10,5.8
8077,1901970310,8,8.5
8078,190259357X,5,9.2
8079,1903402042,4,5.5
8080,193168605X,4,8.5
8081,2020239264,6,9.0
8082,2020558475,4,6.25
8083,2070360377,5,8.6
8084,2070360644,4,6.5
8085,2070362361,4,8.5
8086,2070363317,6,8.0
8087,2070382753,7,6.428571428571429
8088,2070382885,4,7.0
8089,2070394727,6,7.666666666666667
8090,2070416801,10,8.1
8091,2070425533,4,6.75
8092,2070425770,5,7.4
8093,2070518426,5,9.0
8094,2070528189,5,7.4
8095,2207253465,4,7.25
8096,2221093747,4,7.25
8097,2226135022,14,8.5
8098,2253003107,4,6.0
8099,2253004219,5,7.8
8100,2253004251,4,7.75
8101,2253004685,4,9.0
8102,2253006920,6,7.5
8103,2253010219,11,7.2727272727272725
8104,2253033138,7,9.0
8105,2253034673,4,6.0
8106,225307618X,4,7.75
8107,2253139467,7,7.142857142857143
8108,2253147923,7,7.428571428571429
8109,2253148474,4,7.5
8110,2253153265,9,7.555555555555555
8111,2253153982,8,7.75
8112,2253154202,5,7.0
8113,2266004034,7,5.714285714285714
8114,2266080598,5,7.4
8115,2266125354,4,7.75
8116,2277241202,8,7.625
8117,2290047414,5,8.2
8118,2290302155,12,8.25
8119,2290309494,5,8.0
8120,2290335339,4,7.0
8121,2707306959,4,8.0
8122,2877141535,4,8.5
8123,3150000017,22,9.0
8124,3216302873,4,4.5
8125,3250600555,9,8.0
8126,3257060718,4,5.75
8127,3257215444,7,6.285714285714286
8128,325721846X,6,7.833333333333333
8129,3257219458,4,7.75
8130,3257224451,6,7.5
8131,3257225725,4,8.25
8132,3257229305,9,7.333333333333333
8133,3257229364,13,7.538461538461538
8134,3257232640,5,7.4
8135,3257232993,5,7.6
8136,3257233256,4,6.75
8137,3379015180,24,7.125
8138,3404118251,4,7.75
8139,3404122763,5,6.0
8140,3404123689,6,6.666666666666667
8141,3404130081,5,8.2
8142,3404131606,9,6.888888888888889
8143,3404138031,4,7.25
8144,3404142942,9,7.777777777777778
8145,3404143744,9,7.444444444444445
8146,340414855X,4,5.25
8147,3404921003,5,6.2
8148,3407785682,5,7.6
8149,3423011505,9,8.333333333333334
8150,3423072571,11,7.090909090909091
8151,3423084065,4,8.0
8152,3423125004,8,8.25
8153,3423126949,5,5.8
8154,3423202947,21,7.904761904761905
8155,342660700X,4,7.0
8156,3426610361,6,5.833333333333333
8157,3426671034,6,9.0
8158,3442092981,21,8.095238095238095
8159,3442096480,6,7.666666666666667
8160,344216107X,7,5.571428571428571
8161,3442350247,6,8.333333333333334
8162,3442353939,5,7.2
8163,3442353947,4,5.5
8164,3442414199,12,7.333333333333333
8165,344242528X,4,8.25
8166,3442432626,5,7.0
8167,3442433614,6,6.5
8168,3442435951,7,7.142857142857143
8169,3442439035,5,8.4
8170,3442443741,4,4.75
8171,344244392X,15,7.666666666666667
8172,3442444365,10,8.3
8173,344244554X,12,7.083333333333333
8174,3442446791,5,8.6
8175,3442451450,6,6.5
8176,3442452031,10,4.9
8177,3442454255,5,8.4
8178,3442455707,9,7.666666666666667
8179,3442541689,4,6.75
8180,3442541751,36,6.75
8181,3442545706,5,8.8
8182,3442720117,6,6.166666666666667
8183,3442723078,6,7.833333333333333
8184,3442723809,10,7.3
8185,3442725542,5,7.2
8186,3446153950,5,3.8
8187,3446202692,10,7.1
8188,3453025237,8,6.125
8189,3453071174,14,7.857142857142857
8190,3453115937,7,6.714285714285714
8191,3453152565,4,6.75
8192,3453160363,4,5.5
8193,3453162994,5,6.4
8194,3453168798,4,8.25
8195,3453209613,5,7.0
8196,3453861434,7,5.285714285714286
8197,3455026508,5,6.8
8198,3462027697,6,6.333333333333333
8199,3462028189,19,5.7368421052631575
8200,3462032283,12,6.416666666666667
8201,3492221521,9,6.222222222222222
8202,349222511X,4,7.25
8203,3492227694,8,8.125
8204,3492229417,8,7.375
8205,3492235816,6,8.166666666666666
8206,3492238696,14,8.142857142857142
8207,3499108356,5,7.6
8208,3499150611,4,8.5
8209,3499151499,5,7.2
8210,3499158124,6,4.333333333333333
8211,3499227002,4,4.25
8212,3499228033,4,8.5
8213,3499229412,5,6.6
8214,3499232871,11,5.909090909090909
8215,349961619X,5,8.0
8216,3518365525,7,7.857142857142857
8217,3518367773,6,7.166666666666667
8218,3518368834,4,6.25
8219,3518406841,5,8.2
8220,3548202020,6,8.0
8221,3548253881,4,9.0
8222,3548680542,4,5.25
8223,3596151252,5,5.8
8224,3596157684,4,8.5
8225,3596247500,8,6.375
8226,3596259924,23,7.565217391304348
8227,359628368X,5,6.6
8228,3746618320,4,8.0
8229,3765516457,4,6.75
8230,378911619X,4,8.75
8231,3807701710,5,8.6
8232,3870245123,4,4.5
8233,3922028071,5,7.8
8234,8401242304,4,7.0
8235,8401328810,5,5.4
8236,8401329132,4,7.0
8237,840142321X,5,8.4
8238,8401426715,4,7.25
8239,8401461979,4,5.25
8240,8401462231,7,8.285714285714286
8241,840147468X,4,6.0
8242,8401491169,4,6.0
8243,8408033700,5,6.2
8244,8408047957,4,7.5
8245,8420466034,7,8.428571428571429
8246,8420482013,9,7.111111111111111
8247,8420482633,4,6.25
8248,8420616893,10,8.5
8249,8420633259,4,8.5
8250,8420726672,4,6.75
8251,8422653184,4,6.25
8252,8423309177,10,6.1
8253,8423333140,5,7.6
8254,8423918807,4,8.0
8255,8429724664,5,7.2
8256,8432215007,7,8.0
8257,8432230073,4,6.25
8258,8433914766,5,7.4
8259,8433966634,4,7.75
8260,8434027300,4,5.25
8261,8434840472,5,7.0
8262,843970240X,4,7.25
8263,8440637128,5,6.8
8264,8440648324,6,7.0
8265,8440694350,6,6.333333333333333
8266,8440696833,5,6.4
8267,8447301389,4,7.25
8268,844731202X,5,6.6
8269,8466302328,5,8.0
8270,8466302441,4,6.75
8271,8466608753,4,8.5
8272,8466609016,4,6.75
8273,8472232255,5,7.8
8274,8489669635,10,7.3
8275,8495501015,5,7.4
8276,8496136426,4,8.5
8277,8496246620,8,6.125
8278,8497593588,9,7.0
8279,8497597109,4,7.25
8280,849789054X,4,7.25
8281,8571644756,4,7.75
8282,880449509X,5,6.2
8283,8806143042,17,8.823529411764707
8284,8806159623,5,6.6
8285,8807014238,4,6.25
8286,880780459X,4,10.0
8287,8807808161,4,6.25
8288,880781000X,8,7.625
8289,8807814684,7,7.428571428571429
8290,8817660590,4,8.0
8291,8838910170,7,7.857142857142857
8292,884541096X,7,6.428571428571429
8293,8845916103,5,6.2
8294,8872263964,5,6.4
8295,8873057705,4,8.5
8296,8876414037,4,9.5
8297,887782512X,7,7.428571428571429
8298,8879837184,5,8.8
8299,8881124254,7,4.142857142857143
8300,8882461521,9,7.333333333333333
8301,8882740579,4,6.75
8302,9500723549,5,7.0
8303,9722000020,4,9.25
8304,9722319345,7,6.0
8305,9722900528,4,7.0
8306,9724113361,6,7.166666666666667
8307,9724129705,4,5.75
8308,9727940706,4,5.25
8309,9812327975,4,8.0
8310,0465026567,6,8.333333333333334
8311,0345391373,9,8.333333333333334
8312,0345400577,5,5.8
8313,0345433017,7,8.142857142857142
8314,0375500316,5,8.4
8315,0385315058,4,8.75
8316,0394504321,4,8.75
8317,0394700058,6,9.166666666666666
8318,0671680277,4,8.75
8319,0676971008,9,6.333333333333333
8320,0679437851,7,8.857142857142858
8321,0714836257,5,8.2
8322,0786880708,13,8.538461538461538
8323,3442446783,4,5.75
8324,0006742939,6,7.333333333333333
8325,0060557540,11,7.454545454545454
8326,0064400204,10,7.7
8327,0375415351,7,7.714285714285714
8328,0380432811,9,9.11111111111111
8329,0679455612,5,7.8
8330,051770739X,12,7.333333333333333
8331,0345368436,11,7.181818181818182
8332,0446341754,4,9.0
8333,0451192303,9,6.777777777777778
8334,0515090166,18,7.611111111111111
8335,0515093203,22,7.181818181818182
8336,0515115649,19,6.947368421052632
8337,0515120278,18,6.611111111111111
8338,0515129941,21,6.619047619047619
8339,0670032891,13,8.538461538461538
8340,0743412346,7,7.714285714285714
8341,0805063315,5,7.4
8342,0836226844,6,7.0
8343,8845205118,21,8.666666666666666
8344,0441516645,10,7.8
8345,0671601075,11,8.636363636363637
8346,0385506708,4,8.75
8347,884591447X,4,7.25
8348,0446522252,8,8.75
8349,067942573X,19,7.947368421052632
8350,0696207397,4,7.75
8351,0446405345,4,5.5
8352,0451199448,4,7.0
8353,0345338588,27,8.296296296296296
8354,0099289520,17,7.882352941176471
8355,0345380975,7,7.571428571428571
8356,0060951303,6,8.833333333333334
8357,0393310396,7,8.285714285714286
8358,0679879250,14,9.142857142857142
8359,0679879269,19,9.210526315789474
8360,1569470154,7,7.857142857142857
8361,0140231900,6,7.833333333333333
8362,0451159497,7,6.714285714285714
8363,014062015X,8,7.375
8364,0140620451,4,7.5
8365,0618002235,25,9.72
8366,0618002243,16,9.625
8367,0060294884,6,8.166666666666666
8368,0020442300,11,8.636363636363637
8369,0025196359,5,7.6
8370,0064400069,12,8.666666666666666
8371,0064400808,5,6.8
8372,0064409422,17,9.352941176470589
8373,0064430170,5,9.6
8374,0064471055,22,8.545454545454545
8375,0064471063,27,8.518518518518519
8376,0064471071,15,8.733333333333333
8377,006447108X,18,8.833333333333334
8378,0064471098,15,8.733333333333333
8379,019505928X,7,7.714285714285714
8380,0307120007,4,8.25
8381,0399141960,4,9.0
8382,0842342710,4,8.0
8383,0842377506,5,10.0
8384,0871233428,10,7.9
8385,0871233452,6,8.333333333333334
8386,0871234017,4,7.75
8387,0871234130,4,8.75
8388,0871236117,5,8.6
8389,0871239795,4,7.25
8390,0893756113,4,8.25
8391,155661683X,5,8.2
8392,1576731863,4,10.0
8393,0670860743,4,7.25
8394,0440295521,5,5.4
8395,3499137909,7,7.142857142857143
8396,3150006597,4,7.0
8397,0446525804,25,7.28
8398,0151731527,10,8.4
8399,0553256653,6,8.0
8400,0802135226,18,8.333333333333334
8401,1853260231,17,7.529411764705882
8402,3442727952,14,8.071428571428571
8403,0330358561,5,7.6
8404,0618131736,10,7.3
8405,0446530522,37,8.324324324324325
8406,067086014X,8,6.375
8407,0375414576,6,7.5
8408,0380761327,6,8.5
8409,055358183X,11,8.636363636363637
8410,0843949848,4,8.25
8411,0060740450,31,6.516129032258065
8412,0394589955,9,7.333333333333333
8413,0804108412,5,8.2
8414,1576737330,45,7.088888888888889
8415,0345377648,11,8.181818181818182
8416,0679405283,25,6.92
8417,0679723005,6,8.166666666666666
8418,0807032530,4,7.75
8419,0892813695,5,8.0
8420,0345456939,8,8.0
8421,0140434941,6,7.0
8422,0553210351,9,8.333333333333334
8423,0849916836,8,8.75
8424,3453210719,6,8.0
8425,3499121581,9,8.666666666666666
8426,0451171128,6,8.666666666666666
8427,0140620184,20,7.65
8428,0140620427,21,8.238095238095237
8429,014062046X,4,8.75
8430,014062063X,13,7.923076923076923
8431,0140621091,9,7.444444444444445
8432,0140621377,7,8.714285714285714
8433,0140622217,10,7.7
8434,0345339738,77,9.402597402597403
8435,0871138018,9,7.666666666666667
8436,0679751319,12,7.416666666666667
8437,0812550293,17,7.647058823529412
8438,0553277537,28,8.571428571428571
8439,8495501104,4,6.75
8440,8521902069,4,9.25
8441,0749301341,8,9.125
8442,0380726238,23,7.304347826086956
8443,0553269631,15,8.266666666666667
8444,0870212850,5,9.0
8445,0091801206,6,6.666666666666667
8446,8845220516,4,7.25
8447,014028088X,4,5.75
8448,0394726251,8,8.75
8449,0679735739,4,5.75
8450,0834800799,6,7.833333333333333
8451,0837850681,10,7.9
8452,0425151875,26,6.346153846153846
8453,0399144803,5,7.4
8454,157322930X,29,6.517241379310345
8455,0439356008,6,8.166666666666666
8456,0061096113,28,7.285714285714286
8457,0316116726,4,8.75
8458,3453162218,5,6.4
8459,0140707247,5,8.8
8460,0671785214,6,7.5
8461,1842230514,4,7.25
8462,0312111029,4,8.0
8463,0441001971,29,8.379310344827585
8464,0330241443,6,8.5
8465,0060582308,5,7.2
8466,0373483694,26,7.153846153846154
8467,0373790473,9,7.555555555555555
8468,0373790481,10,8.5
8469,0380794578,4,7.25
8470,0380805685,8,6.75
8471,0380812010,6,7.833333333333333
8472,0440236606,6,7.833333333333333
8473,0743456351,6,7.166666666666667
8474,0804119538,9,8.222222222222221
8475,1551669374,16,6.125
8476,0451140354,5,7.0
8477,038072913X,6,7.166666666666667
8478,0380784157,5,7.4
8479,0439130204,8,7.25
8480,0440219779,7,6.142857142857143
8481,0590624008,6,5.833333333333333
8482,0590957678,6,9.0
8483,0679401032,14,7.571428571428571
8484,0836204158,13,7.923076923076923
8485,0027701301,4,9.25
8486,0060277475,6,8.0
8487,0060929510,7,8.857142857142858
8488,0064400581,23,7.782608695652174
8489,0064405737,5,8.2
8490,0064461629,6,7.833333333333333
8491,0307126854,4,8.0
8492,0345336038,9,8.0
8493,0345423631,7,7.0
8494,0373802021,11,8.909090909090908
8495,0374480133,9,8.555555555555555
8496,0380709570,5,8.2
8497,0385312202,13,7.615384615384615
8498,0385509456,39,7.897435897435898
8499,0394825691,5,7.4
8500,0440407079,12,7.333333333333333
8501,0440412579,4,8.5
8502,0440472431,13,8.153846153846153
8503,0441005993,8,7.875
8504,0446612804,7,7.714285714285714
8505,0451196716,21,7.857142857142857
8506,0451450523,12,8.166666666666666
8507,0451524667,14,8.285714285714286
8508,0517880539,4,8.0
8509,0553263218,16,7.3125
8510,0590226517,9,7.666666666666667
8511,067151699X,11,8.0
8512,0671877135,10,6.7
8513,0786808551,24,8.625
8514,0786819146,19,8.263157894736842
8515,0805462996,8,5.75
8516,0812534867,7,8.0
8517,0812548051,36,8.194444444444445
8518,0812555120,5,7.4
8519,0812574745,4,7.75
8520,0833510266,5,9.0
8521,0836217403,5,8.4
8522,0836220668,9,8.555555555555555
8523,0836228804,7,9.285714285714286
8524,084233226X,31,8.0
8525,0886775507,13,7.230769230769231
8526,0886775795,11,7.7272727272727275
8527,0886776554,7,8.428571428571429
8528,0886778905,8,8.0
8529,1558533729,7,7.714285714285714
8530,1885173997,4,8.75
8531,0099603713,4,5.25
8532,0140118470,4,7.25
8533,037570440X,4,9.25
8534,0552146684,5,8.0
8535,0590383892,11,7.909090909090909
8536,067172939X,10,8.0
8537,0747266832,7,8.714285714285714
8538,0140189645,9,7.0
8539,9722319493,5,8.2
8540,0671526022,8,9.5
8541,0060154969,5,7.6
8542,0385492707,5,8.6
8543,0749398159,8,8.125
8544,0451182006,6,7.166666666666667
8545,0425186709,12,6.166666666666667
8546,0552145793,5,5.2
8547,0679729798,10,7.0
8548,0441328091,15,8.6
8549,8434589818,4,7.5
8550,8447315134,6,7.0
8551,0553586335,4,7.75
8552,0439286069,6,8.333333333333334
8553,0842345566,5,7.6
8554,0553801341,19,8.473684210526315
8555,0142001384,5,8.2
8556,0345373707,10,6.8
8557,0471123005,5,6.4
8558,0553578529,12,7.583333333333333
8559,0553213768,4,7.75
8560,0316693707,9,7.333333333333333
8561,0375752501,5,7.2
8562,0374189870,6,7.5
8563,0380727331,4,7.0
8564,0425161633,4,6.75
8565,0440226236,4,6.75
8566,0684853612,4,8.5
8567,0316097500,5,6.6
8568,0375502947,9,8.444444444444445
8569,0060008865,6,8.0
8570,044021646X,4,6.25
8571,0385507607,21,8.142857142857142
8572,0553802453,8,8.125
8573,0440224071,12,6.583333333333333
8574,0679781307,5,7.4
8575,0345346904,10,7.4
8576,0684870673,4,7.75
8577,0061054151,20,6.8
8578,0064404994,15,9.0
8579,0064405001,7,8.714285714285714
8580,006440501X,4,9.0
8581,0064405028,8,9.25
8582,0064405036,8,9.625
8583,0064405044,10,8.5
8584,0670835382,26,8.307692307692308
8585,0671024337,9,8.444444444444445
8586,0880382678,8,8.25
8587,0880387548,6,7.5
8588,1568304706,4,7.75
8589,1588991962,6,7.666666666666667
8590,1591821533,6,9.166666666666666
